CONTRATO GENERAL;CONTRATO ABONADO;ZONA ;Dir. Suministro;EMPLAZAMIENTO;INSPECCION
7814;25592;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 31, Plt 1, A;BATERÍA CON GRAL;3113
7814;25601;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 31, Plt 3, B;BATERÍA CON GRAL;3113
7814;25598;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 31, Plt 2, C;BATERÍA CON GRAL;3113
7814;25595;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 31, Plt 1, D;BATERÍA CON GRAL;3113
7814;25603;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 31, Plt 3, D;BATERÍA CON GRAL;3113
7814;25604;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 31, Plt USO;BATERÍA CON GRAL;3113
7814;25596;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 31, Plt 2, A;BATERÍA CON GRAL;3113
7814;25593;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 31, Plt 1, B;BATERÍA CON GRAL;3113
7814;25597;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 31, Plt 2, B;BATERÍA CON GRAL;3113
1741;1741;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 26;GENERAL exterior;3114
1741;30906;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 26, Edif USOS COMUNES;BATERÍA CON GRAL;3115
1741;30900;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 26, Plt ENT;BATERÍA CON GRAL;3115
1741;30901;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 26, Plt 1;BATERÍA CON GRAL;3115
1741;30902;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 26, Plt 2;BATERÍA CON GRAL;3115
1741;30903;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 26, Plt 3;BATERÍA CON GRAL;3115
1741;30905;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 26, Edif PLACA SOLAR;BATERÍA CON GRAL;3115
1741;30904;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 26, Plt GR, 1;BATERÍA CON GRAL;3115
8133;8133;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 33, Edif EDF DEIDAD;GENERAL exterior;3116
8133;24973;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 33, Plt 1, A;BATERÍA CON GRAL;3117
8133;24979;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 33, Plt 3, A;BATERÍA CON GRAL;3117
8133;24980;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 33, Plt 3, B;BATERÍA CON GRAL;3117
8133;24984;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 33, Plt 4, C;BATERÍA CON GRAL;3117
8133;24978;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 33, Plt 2, C;BATERÍA CON GRAL;3117
8133;24974;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 33, Plt 1, B;BATERÍA CON GRAL;3117
8133;24976;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 33, Plt 2, A;BATERÍA CON GRAL;3117
8133;24981;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 33, Plt 3, C;BATERÍA CON GRAL;3117
8133;24982;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 33, Plt 4, A;BATERÍA CON GRAL;3117
8133;24983;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 33, Plt 4, B;BATERÍA CON GRAL;3117
8133;24977;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 33, Plt 2, B;BATERÍA CON GRAL;3117
8133;24975;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 33, Plt 1, C;BATERÍA CON GRAL;3117
8133;24985;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 33, Edif USOS COMUNES;BATERÍA CON GRAL;3117
2304;2304;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 30;GENERAL exterior;3118
2304;25135;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 30, Plt 2, B;BATERÍA CON GRAL;3119
2304;25136;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 30, Plt 3, A;BATERÍA CON GRAL;3119
2304;25137;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 30, Plt USO;BATERÍA CON GRAL;3119
2304;25132;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 30, Plt 1, A;BATERÍA CON GRAL;3119
2304;25133;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 30, Plt 1, B;BATERÍA CON GRAL;3119
2304;25134;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 30, Plt 2, A;BATERÍA CON GRAL;3119
2163;2163;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 35;INDIV exterior SIN GRAL;3138
2325;2325;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 41, Edif CDAD. PROP. EDIF. BELSADIE;GENERAL exterior;3124
2325;23907;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 41, Plt 1, C;BATERÍA CON GRAL;3139
2325;23916;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 41, Plt 3, D;BATERÍA CON GRAL;3139
2325;23904;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 41, Plt ENT, D;BATERÍA CON GRAL;3139
2325;23909;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 41, Plt 2, A;BATERÍA CON GRAL;3139
2325;23910;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 41, Plt 2, B;BATERÍA CON GRAL;3139
2325;23902;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 41, Plt ENT, B;BATERÍA CON GRAL;3139
2325;23917;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 41;BATERÍA CON GRAL;3139
2325;23915;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 41, Plt 3, C;BATERÍA CON GRAL;3139
2325;23908;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 41, Plt 1, D;BATERÍA CON GRAL;3139
2325;23905;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 41, Plt 1, A;BATERÍA CON GRAL;3139
2325;23914;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 41, Plt 3, B;BATERÍA CON GRAL;3139
2325;23906;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 41, Plt 1, B;BATERÍA CON GRAL;3139
2325;23911;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 41, Plt 2, C;BATERÍA CON GRAL;3139
2325;23912;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 41, Plt 2, D;BATERÍA CON GRAL;3139
2325;23903;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 41, Plt ENT, C;BATERÍA CON GRAL;3139
2325;23913;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 41, Plt 3, A;BATERÍA CON GRAL;3139
2325;23901;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 41, Plt ENT, A;BATERÍA CON GRAL;3139
3419;3419;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 36;GENERAL exterior;3140
2084;2084;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 49, Edif CDAD. PROP. EDIF. SRA CATALINA;GENERAL exterior;3145
2084;25004;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 49, Plt 3, C;BATERÍA CON GRAL;3125
2084;25001;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 49, Plt 2, D;BATERÍA CON GRAL;3125
2084;24994;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 49, Plt 1, A;BATERÍA CON GRAL;3125
2084;24995;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 49, Plt 1, B;BATERÍA CON GRAL;3125
2084;24993;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 49, Plt DES, D;BATERÍA CON GRAL;3125
2084;24991;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 49, Plt DES, B;BATERÍA CON GRAL;3125
2084;25005;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 49, Plt 3, D;BATERÍA CON GRAL;3125
2084;24998;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 49, Plt 2, A;BATERÍA CON GRAL;3125
2084;24999;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 49, Plt 2, B;BATERÍA CON GRAL;3125
2084;24996;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 49, Plt 1, C;BATERÍA CON GRAL;3125
2084;24990;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 49, Plt DES, A;BATERÍA CON GRAL;3125
2084;24992;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 49, Plt DES, C;BATERÍA CON GRAL;3125
2084;25002;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 49, Plt 3, A;BATERÍA CON GRAL;3125
2084;25003;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 49, Plt 3, B;BATERÍA CON GRAL;3125
2084;25000;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 49, Plt 2, C;BATERÍA CON GRAL;3125
2084;24997;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 49, Plt 1, D;BATERÍA CON GRAL;3125
2084;25006;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 49, Plt USO;BATERÍA CON GRAL;3125
8262;8262;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 51-53;GENERAL exterior;3495
3552;3552;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 42;INDIV exterior SIN GRAL;3142
1703;1703;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 44, Edif CDAD. PROP. EDIF. REY-YA;GENERAL exterior;3126
1703;28877;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 44, Plt GJ;BATERÍA CON GRAL;3127
1703;28874;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 44, Plt 1;BATERÍA CON GRAL;3127
1703;28875;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 44, Plt 2;BATERÍA CON GRAL;3127
1703;28876;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 44, Plt 3;BATERÍA CON GRAL;3127
1703;28873;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 44, Plt ENT;BATERÍA CON GRAL;3127
1703;28878;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 44, Edif PLACAS SOLARES;BATERÍA CON GRAL;3127
2461;2461;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 59;INDIV exterior SIN GRAL;3143
12775;12775;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 59;INDIV exterior SIN GRAL;3144
13147;13147;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 61;GENERAL exterior;3128
13147;19376;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 61, Plt 3, B;BATERÍA CON GRAL;3129
13147;19372;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 61, Plt 1, B;BATERÍA CON GRAL;3129
13147;19375;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 61, Plt 3, A;BATERÍA CON GRAL;3129
13147;23861;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 61, Plt LOC;BATERÍA CON GRAL;3129
13147;19374;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 61, Plt 2, B;BATERÍA CON GRAL;3129
13147;19373;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 61, Plt 2, A;BATERÍA CON GRAL;3129
13147;19371;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 61, Plt 1, A;BATERÍA CON GRAL;3129
760;760;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 63;INDIV exterior SIN GRAL;3145
3131;3131;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 65;INDIV exterior SIN GRAL;3146
4848;4848;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 50;INDIV exterior SIN GRAL;3130
4132;4132;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 52;INDIV exterior SIN GRAL;3131
22700;22700;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 67, Edif EDF BIZNAGA;GENERAL exterior;3147
22700;23270;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 67, Plt 1, A;BATERÍA CON GRAL;3148
22700;23275;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 67, Plt 2, C;BATERÍA CON GRAL;3148
22700;23278;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 67, Plt 3, C;BATERÍA CON GRAL;3148
22700;23276;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 67, Plt 3, A;BATERÍA CON GRAL;3148
22700;23280;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 67, Plt 4, B;BATERÍA CON GRAL;3148
22700;23274;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 67, Plt 2, B;BATERÍA CON GRAL;3148
22700;23273;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 67, Plt 2, A;BATERÍA CON GRAL;3148
22700;23272;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 67, Plt 1, C;BATERÍA CON GRAL;3148
22700;23281;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 67, Plt 4, C;BATERÍA CON GRAL;3148
22700;23279;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 67, Plt 4, A;BATERÍA CON GRAL;3148
22700;23277;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 67, Plt 3, B;BATERÍA CON GRAL;3148
22700;23271;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 67, Plt 1, B;BATERÍA CON GRAL;3148
4454;4454;Zona 02;CL/ SERRANO RUIZ, GENERAL, Nº 15, Edif CDAD. PROP. EDIF. LONDRES;GENERAL exterior;3132
4454;29275;Zona 02;CL/ SERRANO RUIZ, GENERAL, Nº 15, Plt 3, F;BATERÍA CON GRAL;3133
4454;29279;Zona 02;CL/ SERRANO RUIZ, GENERAL, Nº 15, Plt 4, D;BATERÍA CON GRAL;3133
4454;29268;Zona 02;CL/ SERRANO RUIZ, GENERAL, Nº 15, Plt 2, E;BATERÍA CON GRAL;3133
4454;29278;Zona 02;CL/ SERRANO RUIZ, GENERAL, Nº 15, Plt 4, C;BATERÍA CON GRAL;3133
4454;29261;Zona 02;CL/ SERRANO RUIZ, GENERAL, Nº 15, Plt 1, D;BATERÍA CON GRAL;3133
4454;29277;Zona 02;CL/ SERRANO RUIZ, GENERAL, Nº 15, Plt 4, B;BATERÍA CON GRAL;3133
4454;29260;Zona 02;CL/ SERRANO RUIZ, GENERAL, Nº 15, Plt 1, C;BATERÍA CON GRAL;3133
4454;29276;Zona 02;CL/ SERRANO RUIZ, GENERAL, Nº 15, Plt 4, A;BATERÍA CON GRAL;3133
4454;29258;Zona 02;CL/ SERRANO RUIZ, GENERAL, Nº 15, Plt 1, A;BATERÍA CON GRAL;3133
4454;29271;Zona 02;CL/ SERRANO RUIZ, GENERAL, Nº 15, Plt 3, B;BATERÍA CON GRAL;3133
4454;29264;Zona 02;CL/ SERRANO RUIZ, GENERAL, Nº 15, Plt 2, A;BATERÍA CON GRAL;3133
4454;29281;Zona 02;CL/ SERRANO RUIZ, GENERAL, Nº 15;BATERÍA CON GRAL;3133
4454;29269;Zona 02;CL/ SERRANO RUIZ, GENERAL, Nº 15, Plt 2, F;BATERÍA CON GRAL;3133
4454;29263;Zona 02;CL/ SERRANO RUIZ, GENERAL, Nº 15, Plt 1, F;BATERÍA CON GRAL;3133
4454;29262;Zona 02;CL/ SERRANO RUIZ, GENERAL, Nº 15, Plt 1, E;BATERÍA CON GRAL;3133
4454;29274;Zona 02;CL/ SERRANO RUIZ, GENERAL, Nº 15, Plt 3, E;BATERÍA CON GRAL;3133
4454;29267;Zona 02;CL/ SERRANO RUIZ, GENERAL, Nº 15, Plt 2, D;BATERÍA CON GRAL;3133
4454;29273;Zona 02;CL/ SERRANO RUIZ, GENERAL, Nº 15, Plt 3, D;BATERÍA CON GRAL;3133
4454;29266;Zona 02;CL/ SERRANO RUIZ, GENERAL, Nº 15, Plt 2, C;BATERÍA CON GRAL;3133
4454;29272;Zona 02;CL/ SERRANO RUIZ, GENERAL, Nº 15, Plt 3, C;BATERÍA CON GRAL;3133
4454;29259;Zona 02;CL/ SERRANO RUIZ, GENERAL, Nº 15, Plt 1, B;BATERÍA CON GRAL;3133
4454;29265;Zona 02;CL/ SERRANO RUIZ, GENERAL, Nº 15, Plt 2, B;BATERÍA CON GRAL;3133
4454;29270;Zona 02;CL/ SERRANO RUIZ, GENERAL, Nº 15, Plt 3, A;BATERÍA CON GRAL;3133
4454;29280;Zona 02;CL/ SERRANO RUIZ, GENERAL, Nº 15;BATERÍA CON GRAL;3133
3151;3151;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 58, Edif CDAD. PROP. EDIF. BALEAR;GENERAL exterior;3149
3151;23969;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 58;BATERÍA CON GRAL;3170
3151;23968;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 58, Plt 3;BATERÍA CON GRAL;3170
3151;23967;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 58, Plt 2;BATERÍA CON GRAL;3170
3151;23966;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 58, Plt 1;BATERÍA CON GRAL;3170
3151;23965;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 58, Plt ENT;BATERÍA CON GRAL;3170
2203;2203;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 60;INDIV exterior SIN GRAL;3150
5523;5523;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 62;INDIV exterior SIN GRAL;3151
976;976;Zona 02;CL/ JUAN DE LARA, Nº 11;INDIV exterior SIN GRAL;3171
2002;2002;Zona 02;CL/ LUIS DE CAPPA, Nº 9;INDIV exterior SIN GRAL;3172
3292;3292;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 78;INDIV exterior SIN GRAL;3152
3277;3277;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 80;INDIV exterior SIN GRAL;3173
2124;2124;Zona 02;CL/ DIEZ VICARIO, Nº 3;INDIV exterior SIN GRAL;3174
6276;6276;Zona 02;PZ/ DAOIZ Y VELARDE, Nº 6;INDIV exterior SIN GRAL;3175
3150;3150;Zona 02;PZ/ DAOIZ Y VELARDE, Nº 5;GENERAL exterior;3153
3230;3230;Zona 02;CL/ GUARDIA WALONA, Nº 4;INDIV exterior SIN GRAL;3177
4723;4723;Zona 02;CL/ GUARDIA WALONA, Nº 6;GENERAL exterior;3176
4723;22327;Zona 02;CL/ GUARDIA WALONA, Nº 6, Plt 2, B;BATERÍA CON GRAL;3154
4723;22328;Zona 02;CL/ GUARDIA WALONA, Nº 6, Plt 3, A;BATERÍA CON GRAL;3154
4723;22324;Zona 02;CL/ GUARDIA WALONA, Nº 6, Plt 1, A;BATERÍA CON GRAL;3154
4723;22333;Zona 02;CL/ GUARDIA WALONA, Nº 6, Plt GAR, 4;BATERÍA CON GRAL;3154
4723;22332;Zona 02;CL/ GUARDIA WALONA, Nº 6, Plt GAR, 3;BATERÍA CON GRAL;3154
4723;22325;Zona 02;CL/ GUARDIA WALONA, Nº 6, Plt 1, B;BATERÍA CON GRAL;3154
4723;22329;Zona 02;CL/ GUARDIA WALONA, Nº 6, Plt 3, B;BATERÍA CON GRAL;3154
4723;22330;Zona 02;CL/ GUARDIA WALONA, Nº 6, Plt 4, A;BATERÍA CON GRAL;3154
4723;22326;Zona 02;CL/ GUARDIA WALONA, Nº 6, Plt 2, A;BATERÍA CON GRAL;3154
4723;22331;Zona 02;CL/ GUARDIA WALONA, Nº 6, Plt GAR, 2;BATERÍA CON GRAL;3154
24797;24797;Zona 02;CL/ GUARDIA WALONA, Nº 5;GENERAL exterior;3155
24797;12878;Zona 02;CL/ GUARDIA WALONA, Nº 5, Plt 2, IZ;BATERÍA CON GRAL;3178
24797;12880;Zona 02;CL/ GUARDIA WALONA, Nº 5, Plt 3, IZ;BATERÍA CON GRAL;3178
24797;31510;Zona 02;CL/ GUARDIA WALONA, Nº 5;BATERÍA CON GRAL;3178
24797;31509;Zona 02;CL/ GUARDIA WALONA, Nº 5;BATERÍA CON GRAL;3178
24797;12876;Zona 02;CL/ GUARDIA WALONA, Nº 5, Plt 1, IZ;BATERÍA CON GRAL;3178
24797;12877;Zona 02;CL/ GUARDIA WALONA, Nº 5, Plt 2, DR;BATERÍA CON GRAL;3178
24797;12875;Zona 02;CL/ GUARDIA WALONA, Nº 5, Plt 1, DR;BATERÍA CON GRAL;3178
24797;12879;Zona 02;CL/ GUARDIA WALONA, Nº 5, Plt 3, DR;BATERÍA CON GRAL;3178
5786;5786;Zona 02;CL/ GUARDIA WALONA, Nº 3;INDIV exterior SIN GRAL;3156
5741;5741;Zona 02;PZ/ DAOIZ Y VELARDE, Nº 4;GENERAL exterior;3179
5741;30797;Zona 02;PZ/ DAOIZ Y VELARDE, Nº 4, Edif USOS COMUNES;BATERÍA CON GRAL;3157
5741;30796;Zona 02;PZ/ DAOIZ Y VELARDE, Nº 4, Plt LOC;BATERÍA CON GRAL;3157
5741;30789;Zona 02;PZ/ DAOIZ Y VELARDE, Nº 4, Plt 2, IZQ;BATERÍA CON GRAL;3157
5741;30787;Zona 02;PZ/ DAOIZ Y VELARDE, Nº 4, Plt 1, DCH;BATERÍA CON GRAL;3157
5741;30794;Zona 02;PZ/ DAOIZ Y VELARDE, Nº 4, Edif LLENADO PISCINA, Plt 3, IZQ;BATERÍA CON GRAL;3157
5741;30791;Zona 02;PZ/ DAOIZ Y VELARDE, Nº 4, Edif LLENADO PISCINA, Plt 3, DCH;BATERÍA CON GRAL;3157
5741;30790;Zona 02;PZ/ DAOIZ Y VELARDE, Nº 4, Plt 3, DCH;BATERÍA CON GRAL;3157
5741;30798;Zona 02;PZ/ DAOIZ Y VELARDE, Nº 4, Edif PLACA SOLAR;BATERÍA CON GRAL;3157
5741;30788;Zona 02;PZ/ DAOIZ Y VELARDE, Nº 4, Plt 2, DCH;BATERÍA CON GRAL;3157
5741;30786;Zona 02;PZ/ DAOIZ Y VELARDE, Nº 4, Plt 1, IZQ;BATERÍA CON GRAL;3157
5741;30793;Zona 02;PZ/ DAOIZ Y VELARDE, Nº 4, Plt 3, IZQ;BATERÍA CON GRAL;3157
5741;30795;Zona 02;PZ/ DAOIZ Y VELARDE, Nº 4, Edif REPOSICION PISCINA, Plt 3, IZQ;BATERÍA CON GRAL;3157
5741;30792;Zona 02;PZ/ DAOIZ Y VELARDE, Nº 4, Edif REPOSION PISCINA, Plt 3, DCH;BATERÍA CON GRAL;3157
3887;3887;Zona 02;CL/ TERCIO NAPOLITANOS, Nº 4;INDIV exterior SIN GRAL;3158
4986;4986;Zona 02;CL/ TERCIO NAPOLITANOS, Nº 7;INDIV exterior SIN GRAL;3180
2565;2565;Zona 02;CL/ TERCIO NAPOLITANOS, Nº 5;INDIV interior SIN GRAL;3159
7913;7913;Zona 02;CL/ TERCIO NAPOLITANOS, Nº 3;INDIV exterior SIN GRAL;3181
7889;7889;Zona 02;CL/ TERCIO NAPOLITANOS, Nº 1;INDIV exterior SIN GRAL;3182
7817;7817;Zona 02;PZ/ DAOIZ Y VELARDE, Nº 3;INDIV exterior SIN GRAL;3160
1672;1672;Zona 02;PZ/ DAOIZ Y VELARDE, Nº 2;INDIV exterior SIN GRAL;3183
5946;5946;Zona 02;CL/ TERCIO DE LOS MORADOS, Nº 4;INDIV interior SIN GRAL;3161
2308;2308;Zona 02;CL/ TERCIO DE LOS MORADOS, Nº 6;INDIV exterior SIN GRAL;3184
4730;4730;Zona 02;CL/ TERCIO DE LOS MORADOS, Nº 8;GENERAL exterior;3162
4730;29296;Zona 02;CL/ TERCIO DE LOS MORADOS, Nº 8, Plt 2, A;BATERÍA CON GRAL;3185
4730;29295;Zona 02;CL/ TERCIO DE LOS MORADOS, Nº 8, Plt 1, C;BATERÍA CON GRAL;3185
4730;29294;Zona 02;CL/ TERCIO DE LOS MORADOS, Nº 8, Plt 1, B;BATERÍA CON GRAL;3185
4730;29301;Zona 02;CL/ TERCIO DE LOS MORADOS, Nº 8, Plt 3, C;BATERÍA CON GRAL;3185
4730;29300;Zona 02;CL/ TERCIO DE LOS MORADOS, Nº 8, Plt 3, B;BATERÍA CON GRAL;3185
4730;29299;Zona 02;CL/ TERCIO DE LOS MORADOS, Nº 8, Plt 3, A;BATERÍA CON GRAL;3185
4730;29293;Zona 02;CL/ TERCIO DE LOS MORADOS, Nº 8, Plt 1, A;BATERÍA CON GRAL;3185
4730;29304;Zona 02;CL/ TERCIO DE LOS MORADOS, Nº 8, Plt 4, C;BATERÍA CON GRAL;3185
4730;29302;Zona 02;CL/ TERCIO DE LOS MORADOS, Nº 8, Plt 4, A;BATERÍA CON GRAL;3185
4730;29305;Zona 02;CL/ TERCIO DE LOS MORADOS, Nº 8, Edif USOS COMUNES;BATERÍA CON GRAL;3185
4730;29303;Zona 02;CL/ TERCIO DE LOS MORADOS, Nº 8, Plt 4, B;BATERÍA CON GRAL;3185
4730;29298;Zona 02;CL/ TERCIO DE LOS MORADOS, Nº 8, Plt 2, C;BATERÍA CON GRAL;3185
4730;29297;Zona 02;CL/ TERCIO DE LOS MORADOS, Nº 8, Plt 2, B;BATERÍA CON GRAL;3185
1755;1755;Zona 02;CL/ TERCIO DE LOS MORADOS, Nº 7;INDIV exterior SIN GRAL;3163
6198;6198;Zona 02;CL/ TERCIO DE LOS MORADOS, Nº 5;INDIV exterior SIN GRAL;3164
24062;24062;Zona 02;CL/ TERCIO DE LOS MORADOS, Nº 3, Plt 1;INDIV exterior SIN GRAL;3165
2355;2355;Zona 02;CL/ TERCIO DE LOS MORADOS, Nº 3;INDIV exterior SIN GRAL;3186
1920;1920;Zona 02;CL/ TERCIO DE LOS MORADOS, Nº 1;INDIV exterior SIN GRAL;3187
30799;30799;Zona 02;CL/ PINTOS, GENERAL, Nº 6, Plt LOC;INDIV exterior SIN GRAL;3166
7058;7058;Zona 02;CL/ VOLUNTARIOS DE CATALUÑA, Nº 4;INDIV exterior SIN GRAL;3188
5677;5677;Zona 02;CL/ VOLUNTARIOS DE CATALUÑA, Nº 8;INDIV exterior SIN GRAL;3167
5671;5671;Zona 02;CL/ VOLUNTARIOS DE CATALUÑA, Nº 10;INDIV exterior SIN GRAL;3169
2123;2123;Zona 02;CL/ VOLUNTARIOS DE CATALUÑA, Nº 7;GENERAL exterior;3189
2123;16249;Zona 02;CL/ VOLUNTARIOS DE CATALUÑA, Nº 7, Plt GAR, 3;BATERÍA CON GRAL;3168
2123;16248;Zona 02;CL/ VOLUNTARIOS DE CATALUÑA, Nº 7, Plt ENT;BATERÍA CON GRAL;3168
2123;16250;Zona 02;CL/ VOLUNTARIOS DE CATALUÑA, Nº 7, Plt 1;BATERÍA CON GRAL;3168
2123;16251;Zona 02;CL/ VOLUNTARIOS DE CATALUÑA, Nº 7, Plt 2;BATERÍA CON GRAL;3168
2123;16252;Zona 02;CL/ VOLUNTARIOS DE CATALUÑA, Nº 7, Plt 3;BATERÍA CON GRAL;3168
2207;2207;Zona 02;CL/ REGIMIENTO DE NAPOLES, Nº 4;INDIV exterior SIN GRAL;3232
4236;4236;Zona 02;CL/ REGIMIENTO DE NAPOLES, Nº 6;INDIV exterior SIN GRAL;3231
